mA,O2frac,mm,slm,Vdis,diluted,NO,NO2,HONO,number,R2
50.0,0.0196078431372549,2.0,0.5,0.442,0.0,314.3084683075714,10.902099434642858,8.75654944263881e-08,6.0,0.7075603447825713
50.0,0.0196078431372549,2.0,1.0,0.44299999999999995,0.0,147.5756676031111,5.14625029693,1.773210333866667,5.0,0.9195254985306666
50.0,0.0196078431372549,2.0,3.0,0.455,0.0,101.16870245354444,4.348683785393334,6.301360854293332,5.0,0.8817345915315555
50.0,0.0196078431372549,5.0,0.5,0.64,0.0,1055.5620241333334,52.466634335222224,1.3449089584946301e-08,5.0,0.8748292545891111
50.0,0.0196078431372549,5.0,1.0,0.64,0.0,464.2951010581111,13.997691176755554,8.512908282475537e-09,5.0,0.5110939012856667
50.0,0.0196078431372549,5.0,3.0,0.684,0.0,227.54510909744448,5.141262193737777,1.965478145236287,5.0,0.9177620546248888
50.0,0.0196078431372549,5.0,5.0,0.6890000000000001,0.0,160.4915938535,2.890694479515,7.688325365402638,5.0,0.55331610248825
50.0,0.0196078431372549,8.0,0.5,0.815,0.0,1417.6140867425,94.562381065175,15.638369027513752,5.25,0.96358750929225
50.0,0.0196078431372549,8.0,1.0,0.8290000000000001,0.0,1056.0772392755557,35.267605753144444,2.4294206461144614,5.0,0.9364255359305554
50.0,0.0196078431372549,8.0,3.0,0.8740000000000001,0.0,560.4382472653333,11.064905594444445,16.306232534733333,5.0,0.9315590984916666
50.0,0.0196078431372549,8.0,5.0,0.9009999999999999,0.0,315.513621829,5.2467151062466675,0.481588978269411,5.0,0.87963992906
50.0,0.0196078431372549,8.0,7.0,0.946,0.0,261.80147689822223,6.310063773137777,9.640438979265557,5.0,0.9314649505367778
50.0,0.0196078431372549,12.0,0.5,1.04,0.0,738.9815957245556,12.060688797711112,8.854138799312687e-08,5.0,0.9297138321169999
50.0,0.0196078431372549,12.0,1.0,1.04,0.0,1021.2558101088887,18.61892210637778,1.0552247647184029e-07,5.0,0.9106162828315557
50.0,0.0196078431372549,12.0,3.0,1.12,0.0,696.8536528483332,13.889774628966668,2.3779231847159627e-07,5.0,0.9280392428735555
50.0,0.0196078431372549,12.0,5.0,1.19,0.0,393.5976600434444,7.901503980371111,4.5684477539467784e-08,5.0,0.8926251142833332
50.0,0.0196078431372549,12.0,7.0,1.29,0.0,348.39764729700005,8.279767461682223,1.798206544756111,5.0,0.9296270594222223
50.0,0.0196078431372549,15.0,0.5,1.12,0.0,2521.8361644466663,233.04628189522222,5.149288169542222,5.0,0.9762012712353333
50.0,0.0196078431372549,15.0,1.0,1.19,0.0,1271.15766744625,23.835597872700003,10.52653496480875,5.25,0.92631626523625
50.0,0.0196078431372549,15.0,3.0,1.26,0.0,800.9286799698889,15.128723471477777,5.08419965559111,5.0,0.9331849031113334
50.0,0.0196078431372549,15.0,5.0,1.34,0.0,458.8180774194444,12.174232393811112,2.696600430313e-12,5.0,0.8437321745914443
50.0,0.0196078431372549,15.0,7.0,1.45,0.0,427.4947717485556,10.249722338377778,6.631690233520778e-09,5.0,0.9312814011401112
50.0,0.09090909090909093,2.0,0.5,0.45399999999999996,0.0,1119.1170332344445,121.850535237,21.469136997211113,5.0,0.9790146747784445
50.0,0.09090909090909093,2.0,1.0,0.456,0.0,658.8953697283334,36.20326217616666,1.2424749797853334,5.0,0.9551070002348888
50.0,0.09090909090909093,2.0,3.0,0.469,0.0,295.1196833615,8.369551067816248,1.9832313641727497,4.75,0.8306469961393751
50.0,0.09090909090909093,2.0,5.0,0.47200000000000003,0.0,103.42151558,1.3898446806366664,6.017869124523334e-12,4.666666666666667,0.5177124553333333
50.0,0.09090909090909093,2.0,7.0,0.48,0.0,128.45312463433334,3.8701297811955553,1.9909815991233333,5.0,0.6554314121653333
50.0,0.09090909090909093,5.0,0.5,0.664,0.0,1649.4353929255553,510.77535179144445,58.611944496044444,5.0,0.9948186307369998
50.0,0.09090909090909093,5.0,1.0,0.6659999999999999,0.0,1301.4821048222225,144.10975560000003,3.0814275662935264,5.0,0.9779498187776667
50.0,0.09090909090909093,5.0,3.0,0.6829999999999999,0.0,572.107921157875,17.03355854515,2.508180657683604e-10,5.0,0.8917132095415
50.0,0.09090909090909093,5.0,5.0,0.7020000000000001,0.0,458.86875867133335,10.938416259576668,2.555232406401639,5.0,0.9142598330918889
50.0,0.09090909090909093,5.0,7.0,0.723,0.0,335.62288861350004,5.88777044263625,7.855892290747485,5.5,0.859082309694375
50.0,0.09090909090909093,8.0,0.5,0.8690000000000001,0.0,2043.781804774445,636.9682593741112,106.51476979846667,5.0,0.995249794801111
50.0,0.09090909090909093,8.0,1.0,0.8690000000000001,0.0,1537.0845876955557,220.94489912988888,8.886517400925556e-12,5.0,0.980829312722111
50.0,0.09090909090909093,8.0,3.0,0.904,0.0,1062.7715053066668,51.56103906277778,4.029619054266667,5.0,0.9466593551827778
50.0,0.09090909090909093,8.0,5.0,0.9470000000000001,0.0,786.4358586324446,24.833601444855553,15.174689105755554,5.0,0.9441859797705556
50.0,0.09090909090909093,8.0,7.0,0.9690000000000001,0.0,629.0983181696668,15.481155584722224,10.469004372342221,5.0,0.9273763752123334
50.0,0.09090909090909093,12.0,0.5,1.0,0.0,2981.528394417778,1456.8833410044447,397.2736478092222,5.0,0.9946165507974444
50.0,0.09090909090909093,12.0,1.0,1.04,0.0,2634.1787301788886,672.9584724186666,84.53770214994444,5.0,0.9943291367620001
50.0,0.09090909090909093,12.0,3.0,1.14,0.0,1600.2504075855556,112.11223627700002,1.5630031610322222e-14,5.0,0.9650763860794446
50.0,0.09090909090909093,12.0,5.0,1.22,0.0,1140.8136942466667,39.91315004066667,5.395340829827778,5.0,0.9422138084897776
50.0,0.09090909090909093,12.0,7.0,1.28,0.0,968.2927641744445,28.383985728300004,4.589959354309844e-10,5.0,0.9364756223032222
50.0,0.09090909090909093,15.0,0.5,1.13,0.0,3166.5428741822225,1545.7478093744442,486.5588510642222,5.0,0.9941188844013333
50.0,0.09090909090909093,15.0,1.0,1.18,0.0,2988.922882491111,875.9543624197777,154.83964040688886,5.0,0.9949024261015555
50.0,0.09090909090909093,15.0,3.0,1.31,0.0,1830.17878606,129.08879383475,6.33552501794875,4.5,0.9682886115745
50.0,0.09090909090909093,15.0,5.0,1.36,0.0,1242.6108126899999,43.023883562037504,7.120300757294697e-11,5.5,0.9421722474979999
50.0,0.09090909090909093,15.0,7.0,1.47,0.0,1071.8327752455557,30.92694368795555,4.328791829008889,5.0,0.9383780996748889
50.0,0.2095,2.0,0.5,0.45799999999999996,0.0,1207.8550106988887,482.2940049467777,72.18033348946666,5.0,0.9958537395611109
50.0,0.2095,2.0,1.0,0.45799999999999996,0.0,864.376529702889,124.98780449777779,7.341172715734444,5.0,0.9856522050776666
50.0,0.2095,2.0,3.0,0.466,0.0,378.56452981266665,16.77425967792222,2.4053229530856666e-06,5.0,0.945609936239
50.0,0.2095,2.0,5.0,0.46799999999999997,0.0,242.6400479667778,6.8644898805688905,0.7746299497803333,5.0,0.9152672913915555
50.0,0.2095,2.0,7.0,0.478,0.0,154.72234024325,2.4620113497437504,2.03812751554536e-07,5.375,0.7928039030315
50.0,0.2095,5.0,0.5,0.68,0.0,1612.7210804944443,1169.5943534466667,347.0866968977778,5.0,0.9960239865221112
50.0,0.2095,5.0,1.0,0.68,0.0,1281.432358188889,291.1201522502222,35.514808925022216,5.0,0.9936540535563333
50.0,0.2095,5.0,3.0,0.6829999999999999,0.0,834.97766031525,54.87114946553749,8.047640565682375,4.875,0.9631546650612501
50.0,0.2095,5.0,5.0,0.7040000000000001,0.0,673.2186405458889,27.016769866355556,12.494075571976666,5.0,0.9438350819464445
50.0,0.2095,5.0,7.0,0.721,0.0,521.077253315,15.7084470929875,16.61204875950625,5.375,0.9324848231141248
50.0,0.2095,8.0,0.5,0.887,0.0,1992.3575607622224,1500.5410807011112,445.78174204577783,5.0,0.9946256136553332
50.0,0.2095,8.0,1.0,0.9159999999999999,0.0,1771.7558022766668,625.3443849376666,68.48383649027778,5.0,0.9959323830901111
50.0,0.2095,8.0,3.0,0.948,0.0,1340.0626376977777,148.44717022422222,2.916017400766667e-09,5.0,0.9792603109118888
50.0,0.2095,8.0,5.0,0.973,0.0,1026.6241624355557,55.72925871271111,5.8500032935111115,5.0,0.9570215149850001
50.0,0.2095,8.0,7.0,1.01,0.0,828.0972508882221,30.716211188255556,10.239769211082223,5.0,0.9448441949670001
50.0,0.2095,12.0,0.5,1.12,3.0,902.820204166125,187.223820890375,34.622433007525,5.125,0.9872357178566251
50.0,0.2095,12.0,1.0,1.12,0.0,2788.1020097988894,2061.1311759088885,787.2386887285555,5.0,0.9918484983872224
50.0,0.2095,12.0,3.0,1.2,0.0,1904.4595007355554,320.25969802566664,0.4867124209327484,5.0,0.9887464792725554
50.0,0.2095,12.0,5.0,1.28,0.0,1425.1283244966667,104.21909389055557,0.6087537157595739,5.0,0.9673907030246668
50.0,0.2095,12.0,7.0,1.33,0.0,1223.4194884899998,60.62797311203334,5.262148536624444,5.0,0.9525157354481111
50.0,0.2095,15.0,0.5,1.24,3.0,1038.8526621011113,280.5584693907778,1.8765140865968886,5.0,0.9935134536573335
50.0,0.2095,15.0,1.0,1.28,0.0,2939.8639221088893,2259.8287765422224,929.3587066685554,5.0,0.990726752238111
50.0,0.2095,15.0,3.0,1.37,0.0,2173.2787091522223,403.06434803155554,32.05787337845556,5.0,0.9913124325975554
50.0,0.2095,15.0,5.0,1.46,0.0,1645.2495436111112,123.04865930877776,10.182858941704445,5.0,0.969201963107889
50.0,0.2095,15.0,7.0,1.54,0.0,1391.2277104833333,74.79551770691111,7.255390197968888e-11,5.0,0.9543207193193334
50.0,0.5,8.0,0.5,0.927,0.0,1546.0431257433331,2310.243644838889,811.462158513111,5.0,0.9899351378416666
50.0,0.5,8.0,1.0,0.93,0.0,1681.4271329933333,1321.1539101844442,244.96074621033327,5.0,0.995623608521111
50.0,0.5,8.0,3.0,0.965,0.0,1423.7978604733332,377.47442157855556,1.0117569003772902,5.0,0.9944928207808889
50.0,0.5,8.0,5.0,0.982,0.0,1136.8814777544442,147.62026289388888,2.9224326296297262e-08,5.0,0.9816139491786667
60.0,0.0196078431372549,2.0,0.5,0.43,0.0,329.5733184933333,10.408298201788888,9.726516121578629e-09,5.0,0.6993611968352222
60.0,0.0196078431372549,2.0,1.0,0.425,0.0,153.18835554466668,5.342097688608888,1.6142471625941388,5.0,0.8415692388744445
60.0,0.0196078431372549,2.0,3.0,0.442,0.0,109.30955885142222,4.616669298663332,7.560811199424445,5.0,0.8857955068875556
60.0,0.0196078431372549,5.0,0.5,0.6,0.0,959.831778012111,46.82971968118889,3.0755098054345843e-09,5.0,0.8706623331562222
60.0,0.0196078431372549,5.0,1.0,0.6,0.0,490.7274523454445,13.882787294733333,7.474291334977167e-09,5.0,0.560527675148
60.0,0.0196078431372549,5.0,3.0,0.643,0.0,257.69671904266664,5.863654684342222,5.081500863420013,5.0,0.9201412985663333
60.0,0.0196078431372549,5.0,5.0,0.67,0.0,218.498190731,4.85836779544,24.3558752177,9.0,0.51331981164
60.0,0.0196078431372549,8.0,0.5,0.77,0.0,1411.1189027299997,96.46316008614444,11.694359739506668,5.0,0.962771230842889
60.0,0.0196078431372549,8.0,1.0,0.77,0.0,1072.1836138544445,36.86025913568889,0.5347932882508996,5.0,0.9382402738969999
60.0,0.0196078431372549,8.0,3.0,0.813,0.0,611.2246263363332,12.479542350144445,18.336395322322222,5.0,0.9345600978722222
60.0,0.0196078431372549,8.0,5.0,0.838,0.0,340.54664048822224,5.578435553319999,0.09142896944922635,5.0,0.8839558601640001
60.0,0.0196078431372549,8.0,7.0,0.875,0.0,283.0012511614444,6.855523009281111,9.603681346587777,5.0,0.932018025308889
60.0,0.0196078431372549,12.0,0.5,0.96,0.0,766.8407302447778,11.7322597005,4.887317060004729e-07,5.0,0.9256471027984444
60.0,0.0196078431372549,12.0,1.0,0.96,0.0,1052.3966884,18.924815162488887,3.852632980939119e-07,5.0,0.9119139427105557
60.0,0.0196078431372549,12.0,3.0,1.04,0.0,740.5526462708889,14.589563532133333,8.329550217208e-11,5.0,0.9274045092310002
60.0,0.0196078431372549,12.0,5.0,1.11,0.0,420.07369248611116,8.075424213071111,6.906569995428111e-10,5.0,0.8894804231163334
60.0,0.0196078431372549,12.0,7.0,1.18,0.0,391.92844508900004,9.283532897994444,4.579250838435556,5.0,0.932034779008889
60.0,0.0196078431372549,15.0,0.5,1.04,0.0,2212.6199607133335,194.69368745022223,1.3364616854423756,5.0,0.9739501396821111
60.0,0.0196078431372549,15.0,1.0,1.08,0.0,1363.56187321625,24.853042399112503,14.625434711499997,4.625,0.920362123258125
60.0,0.0196078431372549,15.0,3.0,1.16,0.0,845.4050834483332,16.192542215166664,6.641016516792222,5.0,0.9297699989126667
60.0,0.0196078431372549,15.0,5.0,1.23,0.0,502.397214139,11.254693799888889,2.2006997331922e-13,5.0,0.8436476490335555
60.0,0.0196078431372549,15.0,7.0,1.33,0.0,461.66205729488894,10.733965781133334,1.6693173586755554,5.0,0.9367394494736667
60.0,0.09090909090909093,2.0,0.5,0.44,0.0,1212.1493857866667,149.5025056898889,24.76208040498889,5.0,0.9827612114436666
60.0,0.09090909090909093,2.0,1.0,0.442,0.0,726.4374499122222,41.079082578944444,1.9367311211576665,5.0,0.9565396986884446
60.0,0.09090909090909093,2.0,3.0,0.451,0.0,310.2904373822222,8.000605940149999,0.39772143543058186,5.0,0.8862841868290002
60.0,0.09090909090909093,2.0,5.0,0.456,0.0,132.73981402322224,2.0775572695811113,3.779942168655889e-13,5.0,0.5893292033969999
60.0,0.09090909090909093,2.0,7.0,0.457,0.0,145.9366971108333,4.553141178165,1.7790303735016666,5.333333333333333,0.5647970335631667
60.0,0.09090909090909093,5.0,0.5,0.629,0.0,1721.1346905922223,572.3838055617779,71.2846279981,5.0,0.9951772087647777
60.0,0.09090909090909093,5.0,1.0,0.634,0.0,1236.7701576888892,131.41799711266668,3.3070473728497287,5.0,0.9773916669772222
60.0,0.09090909090909093,5.0,3.0,0.645,0.0,532.7825593645555,15.120484467211112,7.312495734230244e-09,5.0,0.8709054883272223
60.0,0.09090909090909093,5.0,5.0,0.667,0.0,495.316782473,11.9060993684375,2.478889536595325,5.375,0.922102511809375
60.0,0.09090909090909093,5.0,7.0,0.6859999999999999,0.0,400.002535511,8.475397911115556,18.807746801466667,5.0,0.9136925651399999
60.0,0.09090909090909093,8.0,0.5,0.8240000000000001,0.0,1879.4957290400002,544.896444447375,84.174407007225,5.5,0.9947927259889999
60.0,0.09090909090909093,8.0,1.0,0.81,0.0,1464.419904053333,207.37791810055558,1.916660278628e-11,5.0,0.9797688963514444
60.0,0.09090909090909093,8.0,3.0,0.846,0.0,1114.5021197577778,54.15357321106667,4.217336065293334,5.0,0.9469048971995557
60.0,0.09090909090909093,8.0,5.0,0.8809999999999999,0.0,830.3521176273333,26.331675659688887,13.92663156997778,5.0,0.9443196820643333
60.0,0.09090909090909093,8.0,7.0,0.91,0.0,681.8720249011111,17.4713525846,9.76326904988111,5.0,0.9353518179226666
60.0,0.09090909090909093,12.0,0.5,0.92,0.0,3142.16845602625,1618.17476027125,483.881151878375,5.375,0.9939701016376251
60.0,0.09090909090909093,12.0,1.0,0.958,0.0,2869.9276363299996,813.5797224873334,123.08217620599999,5.0,0.9948184056572222
60.0,0.09090909090909093,12.0,3.0,1.05,0.0,1671.8563476844442,118.89969821466669,6.163565632001666e-14,5.0,0.9659744616822221
60.0,0.09090909090909093,12.0,5.0,1.12,0.0,1208.0166926625002,42.702397224175,8.130813248025001,5.5,0.9430347527503751
60.0,0.09090909090909093,12.0,7.0,1.2,0.0,1035.1589926588888,31.069662536844444,1.0167936811068777e-09,5.0,0.9379274624071111
60.0,0.09090909090909093,15.0,0.5,1.04,0.0,3175.7046968922223,1575.2826321700002,506.8980585076667,5.0,0.9939789129302223
60.0,0.09090909090909093,15.0,1.0,1.04,0.0,2968.991555144444,862.5675485962222,151.60328943355557,5.0,0.9948792594354443
60.0,0.09090909090909093,15.0,3.0,1.19,0.0,1882.0571371144445,135.29509821099998,7.276725905994444,5.0,0.969322450485889
60.0,0.09090909090909093,15.0,5.0,1.24,0.0,1299.66793787625,46.008855425899995,6.601155149618499e-11,4.625,0.943439264084375
60.0,0.09090909090909093,15.0,7.0,1.34,0.0,1130.196228385,33.0419918292625,6.3390416478762495,4.875,0.94064270785075
60.0,0.2095,2.0,0.5,0.45,0.0,1291.9755729688886,627.066582332111,116.09540921566668,5.0,0.9965534829266667
60.0,0.2095,2.0,1.0,0.44799999999999995,0.0,956.2045987273333,155.18893291755555,11.471163359199998,5.0,0.9881027679687777
60.0,0.2095,2.0,3.0,0.456,0.0,449.0599761723333,21.333291441388887,1.750589090536111e-08,5.0,0.9489264499246668
60.0,0.2095,2.0,5.0,0.455,0.0,280.94444471375,8.059000179723752,0.5431175378135349,5.0,0.9128198755533751
60.0,0.2095,2.0,7.0,0.45899999999999996,0.0,190.34937983744445,3.414171220911111,2.194571303108575e-07,5.0,0.8474703779167778
60.0,0.2095,5.0,0.5,0.639,0.0,1598.872313075,1209.1799738500001,360.69215744925,5.0,0.99588689470725
60.0,0.2095,5.0,1.0,0.64,0.0,1353.0334242177778,343.65926452277773,42.638166680055555,5.0,0.9944819626964444
60.0,0.2095,5.0,3.0,0.65,0.0,861.82048024,59.74861476087777,4.708512858878575,5.0,0.9626292742473334
60.0,0.2095,5.0,5.0,0.6829999999999999,0.0,683.9955990232222,28.258146107566667,6.132462772355741,5.0,0.9382202271974445
60.0,0.2095,5.0,7.0,0.6890000000000001,0.0,580.608089617,17.938991559225002,19.24744814903375,4.5,0.939215654123875
60.0,0.2095,8.0,0.5,0.83,0.0,2023.4790235033333,1525.8297306988889,480.3028441108888,5.0,0.9945145762235555
60.0,0.2095,8.0,1.0,0.856,0.0,1838.2514975200002,686.195596314,82.36863747998888,5.0,0.9961069529474442
60.0,0.2095,8.0,3.0,0.888,0.0,1397.6688197933336,158.80864589022224,1.0347608161668889e-09,5.0,0.9799616606099999
60.0,0.2095,8.0,5.0,0.9179999999999999,0.0,1101.8043767411111,62.61816010131112,1.543217725638111,5.0,0.9580162686900001
60.0,0.2095,8.0,7.0,0.955,0.0,898.2913404374444,33.92177810588888,9.941572339813334,5.0,0.9436786301715555
60.0,0.2095,12.0,0.5,1.0,3.0,1024.0386532277778,295.93916829411114,51.899525317422224,5.0,0.9935787800433334
60.0,0.2095,12.0,1.0,1.04,0.0,2892.618890337778,2257.1728998044446,934.6734794533334,5.0,0.9906869397821111
60.0,0.2095,12.0,3.0,1.13,0.0,1998.665271572222,358.41754521922223,3.1989274876097227,5.0,0.9898465787074444
60.0,0.2095,12.0,5.0,1.19,0.0,1516.65633213,115.75331817555555,0.3437527234145594,5.0,0.9690629820197779
60.0,0.2095,12.0,7.0,1.25,0.0,1308.7821932225,66.86870951515,6.040198312691251,5.125,0.9534148072495
60.0,0.2095,15.0,0.5,1.13,3.0,1028.160620907778,265.20486059655553,2.410083345484444e-09,5.0,0.9927034487534444
60.0,0.2095,15.0,1.0,1.16,0.0,3102.9805126622223,2573.882499181111,1168.8825269344445,5.0,0.9885637592753334
60.0,0.2095,15.0,3.0,1.27,0.0,2283.276873831111,442.96910970588885,39.756808538322225,5.0,0.9919723666892223
60.0,0.2095,15.0,5.0,1.35,0.0,1737.13512256625,138.38161827762502,11.848094954962502,4.625,0.97156865345725
60.0,0.2095,15.0,7.0,1.42,0.0,1478.3469088944444,83.16511999006667,8.824558906431111e-11,5.0,0.9567518952154445
60.0,0.5,8.0,0.5,0.868,0.0,1567.5567910774998,2553.4482298825,1000.734515831,5.0,0.9878114727528751
60.0,0.5,8.0,1.0,0.8809999999999999,0.0,1745.6123487037498,1414.0156533625,286.52554831350005,4.625,0.995225157374875
60.0,0.5,8.0,3.0,0.932,0.0,1509.6860140544443,433.49801811055556,0.5955253244269411,5.0,0.9949723654482222
60.0,0.5,8.0,5.0,0.9390000000000001,0.0,1238.977470292222,179.0208667852222,1.168934826753868e-10,5.0,0.9843165458494444
70.0,0.0196078431372549,2.0,0.5,0.41600000000000004,0.0,334.06961568655555,10.704812525455555,3.1099628965083e-11,5.0,0.6022231049091111
70.0,0.0196078431372549,2.0,1.0,0.419,0.0,169.24133852788887,5.343174430938889,1.028305991214479,5.0,0.8710357214573332
70.0,0.0196078431372549,2.0,3.0,0.42200000000000004,0.0,111.56381467344444,4.27708040211,5.4392694758377775,5.0,0.8937072125348889
70.0,0.0196078431372549,5.0,0.5,0.599,0.0,892.2647357202222,40.258988482844444,6.0052207389999905,5.0,0.7864920877431111
70.0,0.0196078431372549,5.0,1.0,0.583,0.0,511.5490074858,15.180424679840002,9.631535408103425e-10,5.0,0.5155727252705999
70.0,0.0196078431372549,5.0,3.0,0.605,0.0,229.66944457244446,5.020995413831112,2.8294913634448404,5.0,0.9151303391561112
70.0,0.0196078431372549,5.0,5.0,0.638,0.0,195.7163626705,3.920383549935,14.74707348655,3.5,0.5268713330570001
70.0,0.0196078431372549,8.0,0.5,0.72,0.0,1439.3475665166666,100.87131339747778,14.67323272141,5.0,0.963804702730111
70.0,0.0196078431372549,8.0,1.0,0.733,0.0,1063.7202861777778,35.95160683138889,2.0076988760262395,5.0,0.9387679354457779
70.0,0.0196078431372549,8.0,3.0,0.77,0.0,618.408849869,12.548147363644443,18.342261005978887,5.0,0.9340134210323333
70.0,0.0196078431372549,8.0,5.0,0.792,0.0,382.902291569,6.329826619292222,0.049970380292360776,5.0,0.901530063314111
70.0,0.0196078431372549,8.0,7.0,0.823,0.0,304.4398285702222,7.4841923471111125,12.532310526194443,5.0,0.9257650155472221
70.0,0.0196078431372549,12.0,0.5,0.885,0.0,793.7878133833333,11.614603738233335,2.515051113977894e-07,5.0,0.9259298048393332
70.0,0.0196078431372549,12.0,1.0,0.919,0.0,1138.569361538889,19.36481158118889,6.050175602354356e-08,5.0,0.9089625921755555
70.0,0.0196078431372549,12.0,3.0,0.971,0.0,766.3623069464444,15.204997897255554,1.966365414895211e-07,5.0,0.9277799336475555
70.0,0.0196078431372549,12.0,5.0,1.05,0.0,446.5398631328889,8.222283310242222,3.477647037048667e-11,5.0,0.885715884348889
70.0,0.0196078431372549,12.0,7.0,1.11,0.0,416.1218465680001,9.929981793548889,7.240545642031112,5.0,0.9345177360004446
70.0,0.0196078431372549,15.0,0.5,0.96,0.0,2239.146135063333,189.1003738401111,1.1901923019793608,5.0,0.9729500001346665
70.0,0.0196078431372549,15.0,1.0,1.0,0.0,1371.6032067075,24.676176901774998,17.527046562112503,4.625,0.915163770603375
70.0,0.0196078431372549,15.0,3.0,1.08,0.0,893.2652977716666,16.591519980144444,8.43159547697889,5.0,0.9358980155242222
70.0,0.0196078431372549,15.0,5.0,1.14,0.0,532.8519726216667,11.334837087366667,1.5153425026206668e-13,5.0,0.8529794485922223
70.0,0.0196078431372549,15.0,7.0,1.24,0.0,481.6993844254445,11.1774944416,3.590335924126667,5.0,0.9377184128532223
70.0,0.09090909090909093,2.0,0.5,0.435,0.0,1352.1021634377778,200.84643440999997,35.17169605821112,5.0,0.9868098124466668
70.0,0.09090909090909093,2.0,1.0,0.435,0.0,766.7597164203333,44.720940417455566,2.9746023376788893,5.0,0.9562173605770001
70.0,0.09090909090909093,2.0,3.0,0.44299999999999995,0.0,334.2130758374444,8.283577700133334,0.33932333287325595,5.0,0.8915256699438889
70.0,0.09090909090909093,2.0,5.0,0.445,0.0,146.93618909,2.1487818163944445,3.921039137244279e-09,5.0,0.6084835903463333
70.0,0.09090909090909093,2.0,7.0,0.447,0.0,159.9315730922,4.864033269992,1.5142968856894001,3.8,0.5230093254989999
70.0,0.09090909090909093,5.0,0.5,0.603,0.0,1739.3699467155554,591.076706851111,77.50655687872222,5.0,0.9953591819623333
70.0,0.09090909090909093,5.0,1.0,0.604,0.0,1200.5217274366667,124.09743722466666,3.9028327168616435,5.0,0.9766138869448889
70.0,0.09090909090909093,5.0,3.0,0.62,0.0,663.8639644970001,22.78771395181111,3.947179593298793e-09,5.0,0.9016238054204444
70.0,0.09090909090909093,5.0,5.0,0.64,0.0,528.7973004673333,13.506530338777779,4.161209981524964,5.0,0.9172548378538887
70.0,0.09090909090909093,5.0,7.0,0.648,0.0,410.4389688884444,8.792736151362222,17.022874015744446,5.0,0.9217396708736667
70.0,0.09090909090909093,8.0,0.5,0.773,0.0,1902.7489257644443,559.4293405787779,86.9909417874,5.0,0.9949247596248889
70.0,0.09090909090909093,8.0,1.0,0.779,0.0,1400.7877883499998,183.84982204488892,3.59193407831e-11,5.0,0.9765445330821111
70.0,0.09090909090909093,8.0,3.0,0.792,0.0,1129.4616854266665,54.26452442654444,3.5759674395566665,5.0,0.9474898331162223
70.0,0.09090909090909093,8.0,5.0,0.828,0.0,858.193105459111,27.348882290444447,12.445148290055554,5.0,0.9441286963713333
70.0,0.09090909090909093,8.0,7.0,0.861,0.0,715.8308027782223,18.771253087911113,10.274238774071112,5.0,0.9369011984217779
70.0,0.09090909090909093,12.0,0.5,0.88,0.0,2788.8370109977777,1277.5602759133333,317.3548584826666,5.0,0.9952180062971112
70.0,0.09090909090909093,12.0,1.0,0.88,0.0,2853.3261138055555,798.3554898728889,119.48353443944444,5.0,0.9947815573751111
70.0,0.09090909090909093,12.0,3.0,0.9570000000000001,0.0,1705.1078735133333,123.92001730277781,5.130926483006757e-13,5.0,0.9670803521308888
70.0,0.09090909090909093,12.0,5.0,1.04,0.0,1258.9744004933334,45.0908728266,10.650001930971111,5.0,0.9435409122267777
70.0,0.09090909090909093,12.0,7.0,1.11,0.0,1080.6022060022221,33.03880605796667,8.212002690279334e-09,5.0,0.9400706596487777
70.0,0.09090909090909093,15.0,0.5,0.96,0.0,2900.360278058889,1276.6248594155556,352.7040379804445,5.0,0.9950740564242222
70.0,0.09090909090909093,15.0,1.0,1.0,0.0,2941.7211917744444,840.3012659505556,146.1630261691111,5.0,0.994889248665111
70.0,0.09090909090909093,15.0,3.0,1.09,0.0,1925.095776927778,138.71147249066667,9.805820342605557,5.0,0.9694640838212223
70.0,0.09090909090909093,15.0,5.0,1.16,0.0,1347.4808270822223,48.53421705298889,1.3776529080872222e-09,5.0,0.9445137741933333
70.0,0.09090909090909093,15.0,7.0,1.24,0.0,1168.08294305,34.41840891295555,7.8874249642733325,5.0,0.9414006281765555
70.0,0.2095,2.0,0.5,0.44299999999999995,0.0,1369.17704501,728.7208885496666,150.11482905800003,5.0,0.9967022000394442
70.0,0.2095,2.0,1.0,0.44299999999999995,0.0,1059.8673782466667,195.4114018635556,19.66977291262222,5.0,0.9901936034943335
70.0,0.2095,2.0,3.0,0.445,0.0,482.62211755000004,21.77004816394445,5.456376652809445e-10,5.0,0.9465565098045556
70.0,0.2095,2.0,5.0,0.446,0.0,320.6021972635556,9.266553876134445,1.1277646720316223,5.0,0.9338783376440001
70.0,0.2095,2.0,7.0,0.45399999999999996,0.0,223.87186182422224,4.917938265322222,1.1283346309557496e-07,5.0,0.8756306758873333
70.0,0.2095,5.0,0.5,0.621,0.0,1624.7099334777777,1275.5577900533333,398.10637196944447,5.0,0.9956410869926666
70.0,0.2095,5.0,1.0,0.602,0.0,1420.7837183911113,369.1065611417778,50.845813485899995,5.0,0.9947455486993333
70.0,0.2095,5.0,3.0,0.639,0.0,970.2480188793332,73.74948550522221,5.218693038695854,5.0,0.9667949690981111
70.0,0.2095,5.0,5.0,0.642,0.0,719.585500552,29.68908470565556,7.132593073393788,5.0,0.9427155461086666
70.0,0.2095,5.0,7.0,0.6609999999999999,0.0,619.37758865125,19.685013884775,18.397298482707498,5.5,0.9393254194695
